time	V(vrec)
5.586046575256299e-006	-7.891212e-005
5.586260073676236e-006	-7.905496e-005
5.586473572096173e-006	-7.919785e-005
5.586687070516110e-006	-7.934080e-005
5.586900568936047e-006	-7.948380e-005
5.587114067355984e-006	-7.962687e-005
5.589032731117214e-006	-8.091520e-005
5.590690759437397e-006	-8.203234e-005
5.590720198086189e-006	-8.205221e-005
5.590749636734982e-006	-8.207208e-005
5.590779075383775e-006	-8.209195e-005
5.590808514032568e-006	-8.211182e-005
5.590837952681360e-006	-8.213169e-005
5.590867391330153e-006	-8.215157e-005
5.590896829978946e-006	-8.217144e-005
5.590931955835873e-006	-8.219516e-005
5.590967081692801e-006	-8.221887e-005
5.591002207549728e-006	-8.224259e-005
5.591037333406656e-006	-8.226631e-005
5.591072459263583e-006	-8.229004e-005
5.591107585120510e-006	-8.231377e-005
5.591142710977438e-006	-8.233749e-005
5.591617309064193e-006	-8.265823e-005
5.591706778799811e-006	-8.271874e-005
5.591905600434517e-006	-8.285325e-005
5.592309605996242e-006	-8.312680e-005
5.592577352825180e-006	-8.330825e-005
5.592631153687770e-006	-8.334473e-005
5.592684954550360e-006	-8.338122e-005
5.592738755412950e-006	-8.341771e-005
5.592792556275539e-006	-8.345420e-005
5.592846357138129e-006	-8.349069e-005
5.592900158000719e-006	-8.352719e-005
5.592953958863308e-006	-8.356370e-005
5.593005756769389e-006	-8.359885e-005
5.593057554675470e-006	-8.363400e-005
5.593109352581550e-006	-8.366916e-005
5.593161150487631e-006	-8.370431e-005
5.593212948393711e-006	-8.373947e-005
5.593264746299792e-006	-8.377463e-005
5.593316544205872e-006	-8.380979e-005
5.593738065071668e-006	-8.409603e-005
5.594308552390435e-006	-8.448368e-005
5.594911884058093e-006	-8.489395e-005
5.595636926254293e-006	-8.538744e-005
5.596184376468689e-006	-8.576042e-005
5.596838890484052e-006	-8.620678e-005
5.596970645539146e-006	-8.629668e-005
5.597102400594240e-006	-8.638661e-005
5.597234155649334e-006	-8.647656e-005
5.597365910704427e-006	-8.656654e-005
5.597497665759521e-006	-8.665653e-005
5.597629420814614e-006	-8.674655e-005
5.597761175869708e-006	-8.683659e-005
5.598237881462487e-006	-8.716248e-005
5.598637839417009e-006	-8.743612e-005
5.599037797371531e-006	-8.770995e-005
5.599437755326053e-006	-8.798398e-005
5.599837713280575e-006	-8.825819e-005
5.600237671235097e-006	-8.853259e-005
5.600637629189619e-006	-8.880719e-005
5.601037587144141e-006	-8.908197e-005
5.601516197718014e-006	-8.941104e-005
5.601994808291887e-006	-8.974038e-005
5.602473418865761e-006	-9.007000e-005
5.602952029439635e-006	-9.039991e-005
5.603430640013508e-006	-9.073008e-005
5.603909250587381e-006	-9.106054e-005
5.604387861161255e-006	-9.139127e-005
5.606769621515891e-006	-9.304049e-005
5.609151381870528e-006	-9.469823e-005
5.611533142225165e-006	-9.636448e-005
5.613914902579802e-006	-9.803926e-005
5.616296662934439e-006	-9.972255e-005
5.618678423289076e-006	-1.014144e-004
5.621060183643712e-006	-1.031147e-004
5.631820613851964e-006	-1.108499e-004
5.638820613851964e-006	-1.159954e-004
5.653458511352761e-006	-1.269513e-004
5.660458511352762e-006	-1.323223e-004
5.668458511352761e-006	-1.385444e-004
5.675096408853560e-006	-1.437537e-004
5.678096408853560e-006	-1.461427e-004
5.682096408853560e-006	-1.493530e-004
5.690096408853560e-006	-1.558355e-004
5.696734306354359e-006	-1.612607e-004
5.699734306354359e-006	-1.637470e-004
5.703734306354360e-006	-1.670870e-004
5.711734306354359e-006	-1.738290e-004
5.719372203855157e-006	-1.803293e-004
5.725372203855157e-006	-1.855240e-004
5.733372203855157e-006	-1.925283e-004
5.741010101355954e-006	-1.992807e-004
5.747010101355955e-006	-2.046762e-004
5.761647998856753e-006	-2.180374e-004
5.768974529468998e-006	-2.248728e-004
5.776301060081243e-006	-2.317971e-004
5.783627590693488e-006	-2.388104e-004
5.790954121305732e-006	-2.459126e-004
5.798280651917977e-006	-2.531038e-004
5.805607182530222e-006	-2.603840e-004
5.812933713142467e-006	-2.677532e-004
5.840933713142467e-006	-2.969113e-004
5.855913304979202e-006	-3.130775e-004
5.870892896815936e-006	-3.297032e-004
5.885872488652671e-006	-3.467885e-004
5.900852080489405e-006	-3.643332e-004
5.915831672326140e-006	-3.823375e-004
5.930811264162875e-006	-4.008013e-004
5.945790855999609e-006	-4.197245e-004
5.963790855999609e-006	-4.431700e-004
6.015845756244507e-006	-5.136652e-004
6.067900656489404e-006	-5.919271e-004
6.119955556734301e-006	-6.779557e-004
6.172010456979199e-006	-7.717511e-004
6.224065357224097e-006	-8.733133e-004
6.276120257468994e-006	-9.826422e-004
6.328175157713892e-006	-1.099738e-003
6.371647998856748e-006	-1.206060e-003
6.403709223346544e-006	-1.288687e-003
6.435770447836340e-006	-1.375725e-003
6.467831672326135e-006	-1.467174e-003
6.499892896815931e-006	-1.563035e-003
6.531954121305726e-006	-1.663307e-003
6.564015345795522e-006	-1.767991e-003
6.596076570285317e-006	-1.877087e-003
6.627689958110414e-006	-1.989592e-003
6.659303345935511e-006	-2.107584e-003
6.690916733760609e-006	-2.231064e-003
6.722530121585705e-006	-2.360031e-003
6.754143509410803e-006	-2.494487e-003
6.785756897235901e-006	-2.634429e-003
6.817370285060997e-006	-2.779860e-003
6.843603818275628e-006	-2.905269e-003
6.869837351490260e-006	-3.035309e-003
6.896070884704890e-006	-3.169979e-003
6.922304417919521e-006	-3.309280e-003
6.948537951134153e-006	-3.453212e-003
6.974771484348784e-006	-3.601774e-003
7.001005017563414e-006	-3.754966e-003
7.001591328010770e-006	-3.758454e-003
7.002177638458126e-006	-3.761945e-003
7.002763948905482e-006	-3.765438e-003
7.003350259352837e-006	-3.768934e-003
7.003936569800193e-006	-3.772433e-003
7.004522880247549e-006	-3.775934e-003
7.005109190694905e-006	-3.779438e-003
7.006082462981343e-006	-3.785258e-003
